id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,price,minimum_nights,maximum_nights,instant_bookable,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities
1330518768754362603,https://www.airbnb.com/rooms/1330518768754362603,A Cozy Private Room Near Domain,"Enjoy a private room and bathroom in North Austin! We are close to several parks, a neighborhood pool, trails and a beautiful pond. We are also less than 10 min drive from the Domain shopping and dining area as well the FC stadium. It’s a 20 min drive to the heart of downtown Austin and 25 min to the airport. We have both lived in Austin for over 10 years and would love to give you any tips on fun things to do! We have a sweet lab, three cats and are gay-friendly!",588224925,Kayla,2024-07-07,"Austin, TX",within a few hours,100%,99%,t,1.0,78728,30.43873,-97.68304,Private room in home,Private room,2,1.0,1.0,1 private bath,$41.00,1,14,f,15,38,68,158,45,45,3,2025-01-17,2025-09-05,4.84,4.87,4.6,4.98,4.98,4.89,4.82,5.56,"[""Coffee"", ""Stove"", ""Smoking allowed"", ""First aid kit"", ""Bathtub"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Single level home"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Self check-in"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Hot water kettle"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Oven"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Clothing storage: closet and dresser"", ""Lock on bedroom door"", ""Indoor fireplace"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Board games"", ""Shared patio or balcony""]"
1339921654791048408,https://www.airbnb.com/rooms/1339921654791048408,"[19] ATX Studio: 1 Queen, Access to Gym & Laundry","Convenient short-term rentals for those on the go!<br /><br />Need a temporary home in Austin without the commitment of a long-term lease? Visiting for a quick getaway? Or perhaps you're a traveling nurse or contractor seeking a cozy place for your work assignment?<br /><br />Our 250 sq ft studios provide a simple, efficient space that allows you to make the most of your time in Austin.Enjoy easy access to everything from this perfectly located home base.",674385855,Cary,2025-01-21,,within an hour,100%,99%,f,29.0,78752,30.3289636,-97.7030199,Entire rental unit,Entire home/apt,2,0.0,1.0,1 bath,$60.00,1,60,f,4,30,59,59,5,5,0,2025-02-16,2025-08-09,4.8,5.0,4.6,5.0,4.8,4.4,4.6,0.7,"[""Cleaning products"", ""Bathtub"", ""Iron"", ""Pets allowed"", ""Smart lock"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Self check-in"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Kitchenette"", ""Smoke alarm"", ""Exercise equipment"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Shampoo"", ""Clothing storage"", ""Coffee maker"", ""Pool"", ""Gym"", ""Laundromat nearby"", ""Microwave"", ""Hangers""]"
1343435259472252397,https://www.airbnb.com/rooms/1343435259472252397,Luna House ° 3 Min from Airport ° Easy Stay,"This super stylish, newly built home is just 3 minutes from the airport—hello, convenience! With free parking at your doorstep, coming and going is a breeze. You’ll find cozy vibes, comfy furniture, and a kitchenette ready for snack attacks or light meals. Whether you're catching a flight, exploring Austin, or just need a quick, comfy spot to crash—this place has you covered. Easy, cute, and perfectly located for your getaway!<br /><br />-complementary coffee and snacks<br />-extra linens for a third guest",675486798,Meshelle M,2025-01-27,,within an hour,100%,97%,f,1.0,78741,30.22264,-97.69701,Entire home,Entire home/apt,2,1.0,1.0,2 baths,$61.00,1,365,t,14,41,69,225,34,34,5,2025-02-18,2025-09-13,4.68,4.76,4.71,4.79,4.85,4.68,4.65,4.83,"[""Wifi"", ""First aid kit"", ""Smoke alarm"", ""Free parking on premises"", ""Pets allowed"", ""TV"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace""]"
1350624119199618153,https://www.airbnb.com/rooms/1350624119199618153,"Blueground | Domain, pool & AC, nr Q2 Stadium","Discover the best of Austin, with this studio apartment in North Burnet. It’ll be easy to simply show up and start living in this contemporary furnished apartment with its fully equipped kitchen, sophisticated living room, and our dedicated, on-the-ground support. (ID #ATX297)",107434423,Blueground,2016-12-16,"New York, NY",within an hour,100%,96%,f,5030.0,78758,30.3991773,-97.7235727,Entire rental unit,Entire home/apt,2,0.0,1.0,1 bath,$114.00,31,1125,t,0,12,42,317,1,1,0,2025-04-27,2025-04-27,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.21,"[""Bathtub"", ""Iron"", ""Private entrance"", ""Pets allowed"", ""Dishwasher"", ""High chair"", ""Hot water"", ""Refrigerator"", ""Self check-in"", ""Washer \u2013\u00a0In unit"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Patio or balcony"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Elevator"", ""Lockbox"", ""Crib"", ""Shampoo"", ""Gym"", ""Coffee maker"", ""Pool"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Dryer \u2013\u00a0In unit""]"
1366281908035688925,https://www.airbnb.com/rooms/1366281908035688925,Walkable Waller Loft - Modern East ATX Living,"Experience modern comfort in this stylish East Austin loft, steps from downtown, Rainey Street, and Austin's best bars, restaurants, and nightlife. Enjoy skyline views from your private balcony, relax in two cozy king beds with fresh linens, and cook in a fully stocked kitchen. This quiet retreat includes a washer/dryer, plush towels, fast Wi-Fi, and updated finishes. Walkable, peaceful, and perfect for work or play—your ideal Austin stay starts here.",106566621,Erik,2016-12-07,"Austin, TX",within an hour,100%,100%,t,10.0,78702,30.25874,-97.73221,Entire home,Entire home/apt,4,2.0,2.0,1 bath,$162.00,2,365,f,15,43,64,244,13,13,0,2025-04-08,2025-08-16,5.0,5.0,4.85,5.0,5.0,4.85,4.92,2.39,"[""Stove"", ""Cleaning products"", ""First aid kit"", ""Wine glasses"", ""Iron"", ""Private entrance"", ""Ceiling fan"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Outdoor dining area"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Oven"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Washer"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Crib"", ""Shampoo"", ""Body soap"", ""Clothing storage"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Shared backyard""]"
1369972990968984311,https://www.airbnb.com/rooms/1369972990968984311,Chic & Cozy Studio | East Austin Boutique Vibes,"Okay, let’s be real—this place? It’s a total vibe. From the dreamy pink kitchen to the luxe shower stocked with high-end products, every inch of this space is designed to make your Austin stay unforgettable. Whether you’re here for a weekend getaway, a work trip, or just because you needed a change of scenery, you’ll be wrapped in comfort and style from the moment you walk in. The best part? You’re just a 2-mins walk from a local pickleball club and great local restaurants, coffee shops & bars",19137768,Kristen,2014-07-29,"Austin, TX",within an hour,100%,100%,t,4.0,78722,30.2866,-97.71366,Entire rental unit,Entire home/apt,2,1.0,1.0,1 bath,$89.00,2,365,f,29,54,84,359,4,4,0,2025-03-09,2025-06-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.62,"[""Coffee"", ""First aid kit"", ""Wine glasses"", ""Pets allowed"", ""Free washer \u2013 In building"", ""Blender"", ""Single level home"", ""Outdoor furniture"", ""Smart lock"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Free parking on premises"", ""Wifi"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Outdoor dining area"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Mini fridge"", ""Free dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Sun loungers"", ""Electric stove"", ""Books and reading material"", ""Air conditioning"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Shared backyard""]"
1382184793128654254,https://www.airbnb.com/rooms/1382184793128654254,2 Pools - Up to 28 Guests - 2 Combined Homes,"Immerse your stay in the essence of Austin in our 8BR, 4BA haven! Nestled near SXSW, Austin City Limits, Formula 1, PGA events, and countless more. This comfortable and modern haven grants easy access in and around downtown! Explore Circuit of the Americas, enjoy live shows at Moody Theater, events at Erwin Events Center, and performances at Cedar Park Center. Experience Austin's extensive vibe from your chic home base. Reserve now for a perfect mix of comfort and closeness to all the action!",480028924,Laurent,2022-09-18,"New York, NY",within an hour,100%,100%,t,42.0,78721,30.26182903927844,-97.68545561827086,Entire home,Entire home/apt,16,8.0,14.0,4 baths,$431.00,1,365,f,3,24,53,321,2,2,1,2025-05-04,2025-09-01,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.44,"[""Coffee"", ""Stove"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Theme room"", ""Outdoor furniture"", ""Dishwasher"", ""Single level home"", ""High chair"", ""Hot water"", ""Shower gel"", ""Private outdoor pool - available all year, open 24 hours, pool cover"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Portable fans"", ""Wifi"", ""Rice maker"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Outdoor dining area"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Mini fridge"", ""Pets allowed"", ""Baking sheet"", ""Bread maker"", ""Patio or balcony"", ""Oven"", ""Sound system"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Sun loungers"", ""Safe"", ""Arcade games"", ""Books and reading material"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Crib"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Laundromat nearby"", ""Kitchen"", ""Backyard"", ""Hangers"", ""Free street parking""]"
1387253938819467338,https://www.airbnb.com/rooms/1387253938819467338,Modern Tarrytown Home~5 Minutes to Downtown & UT!,"Welcome to your ultimate Austin getaway! This stunning 4-BR retreat blends modern luxury with unbeatable convenience, just minutes from downtown’s top restaurants, entertainment, and nightlife. Whether you're here to explore the city's vibrant music scene, indulge in world-class dining, or unwind in a beautifully designed space, this home has it all. Enjoy stylish interiors, state-of-the-art amenities, and a seamless blend of comfort and sophistication!",402588609,Carter,2021-05-20,"San Antonio, TX",within an hour,100%,100%,t,55.0,78703,30.2908017,-97.761484,Entire home,Entire home/apt,8,4.0,4.0,3 baths,$316.00,2,365,t,16,35,62,336,3,3,0,2025-05-24,2025-08-10,5.0,5.0,4.67,5.0,5.0,5.0,4.67,0.77,"[""Coffee"", ""Stove"", ""First aid kit"", ""Free parking garage on premises"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Refrigerator"", ""Freezer"", ""Dining table"", ""Wifi"", ""Drying rack for clothing"", ""Rice maker"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Long term stays allowed"", ""TV"", ""Baking sheet"", ""Patio or balcony"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Books and reading material"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers""]"
1405752198726347321,https://www.airbnb.com/rooms/1405752198726347321,Travis Heights Groover,"Take it easy in this recently-renovated, mid-century duplex on a quiet tree-lined street in Travis Heights, just steps from the bustling restaurants, shops, and nightlife of South Congress. This two-bedroom is well-equipped for a comfortable midterm stay with a full kitchen, laundry room, and work space. Centrally located just south of downtown, with easy access to hike and bike trails, entertainment, and UT, this art-filled retreat with a private backyard is a perfect, peaceful Austin homebase.",513775047,SlumberATX,2023-05-08,"Austin, TX",within an hour,100%,99%,t,2.0,78704,30.24544410122219,-97.7478515252322,Entire home,Entire home/apt,3,2.0,2.0,1 bath,$121.00,2,1125,t,13,34,59,149,1,1,1,2025-09-14,2025-09-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,"[""Coffee"", ""Stove"", ""Cleaning available during stay"", ""Cleaning products"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Single level home"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Free parking on premises"", ""Wifi"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Patio or balcony"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Books and reading material"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Record player"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers""]"
1405813814260543838,https://www.airbnb.com/rooms/1405813814260543838,Central Austin | UT 5mi • ACL 8mi • COTA 13mi,"Discover the best of Austin from our inviting 4-bedroom (1 bedroom in the loft with no doors), 3.5-bath retreat! Perfectly positioned near top events like SXSW, Austin City Limits, Formula 1, and PGA tournaments, our modern home makes getting to downtown a breeze. Catch the action at Circuit of the Americas, enjoy live performances at the Moody Theater, or cheer at the Erwin and Cedar Park centers. Your ideal stay for comfort and convenience awaits—book today!",384098131,Sikander,2021-01-11,,within an hour,100%,100%,t,8.0,78723,30.31906,-97.68603,Entire home,Entire home/apt,10,4.0,7.0,3 baths,$147.00,1,365,t,18,42,69,342,34,34,9,2025-04-27,2025-09-14,4.85,4.82,4.59,4.94,4.91,4.82,4.82,7.13,"[""Coffee"", ""Stove"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Hot water"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Oven"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Free street parking"", ""Kitchen"", ""Backyard"", ""Hangers"", ""Free dryer \u2013 In unit""]"
1408660734696940148,https://www.airbnb.com/rooms/1408660734696940148,Stylish 2BR Retreat - S Austin,"Discover your modern South Austin retreat! This stylish 2-bedroom home is perfect for couples, small groups, or remote workers. Enjoy sleek design, fast WiFi, a fully equipped kitchen, smart TVs, and a cozy outdoor space. Located minutes from SoCo, Zilker Park, and top food spots. Book your stay in one of Austin’s most vibrant and walkable neighborhoods today!",16359578,Sean,2014-06-04,"Austin, TX",within an hour,100%,99%,t,2.0,78745,30.212767,-97.8074624,Entire home,Entire home/apt,4,2.0,2.0,1 bath,$152.00,1,365,t,25,52,82,262,25,25,3,2025-05-11,2025-09-06,5.0,5.0,5.0,5.0,5.0,4.92,5.0,5.81,"[""Coffee"", ""Stove"", ""Cleaning available during stay"", ""Cleaning products"", ""Bathtub"", ""Wine glasses"", ""Pets allowed"", ""Blender"", ""Ceiling fan"", ""Single level home"", ""Outdoor furniture"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Drying rack for clothing"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Outdoor dining area"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Oven"", ""Sound system"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Trash compactor"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Crib"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Laundromat nearby"", ""Kitchen"", ""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Free street parking""]"
